Date,Station,Depth.m,Temperature.C,Salinity.PSU,Density.kg.m^-3,PAR,Fluorescence.mg.m^-3,Turbidity.NTU,Beam.1.m^-1,OxygenConcentration.umole.kg^-1,OxygenSaturation
20170912,4,46.539,9.7116,32.2848,24.8806,4.08E-01,0.274,0.0004,6.4799,220.512,78.25832
20170912,4,46.755,9.6923,32.2874,24.8857,3.96E-01,0.2785,0.0004,6.4676,220.779,78.32146
20170912,4,46.926,9.6826,32.2834,24.8842,3.83E-01,0.2862,0.0004,6.4621,221.259,78.473
20170912,4,47.11,9.6763,32.285,24.8864,3.73E-01,0.2755,0.0004,6.4523,221.812,78.65909
20170912,4,47.327,9.6692,32.2836,24.8865,3.59E-01,0.2373,0.0003,6.4501,222.504,78.89143
20170912,4,47.563,9.6592,32.2857,24.8898,3.43E-01,0.2389,0.0003,6.4453,223.07,79.07609
20170912,4,47.799,9.654,32.2831,24.8886,3.32E-01,0.2503,0.0004,6.4447,223.542,79.23299
20170912,4,48.005,9.6489,32.2841,24.8902,3.20E-01,0.2495,0.0004,6.4444,223.915,79.35708
20170912,4,48.167,9.6413,32.286,24.8929,3.17E-01,0.2618,0.0004,6.448,224.06,79.39658
20170912,4,48.337,9.6316,32.2887,24.8966,3.05E-01,0.2625,0.0004,6.4478,224.16,79.41651
20170912,4,48.556,9.619,32.2898,24.8995,2.93E-01,0.2099,0.0004,6.4473,224.055,79.35831
20170912,4,48.788,9.5993,32.2983,24.9093,2.82E-01,0.2,0.0003,6.448,223.764,79.22592
20170912,4,49.006,9.5264,32.311,24.9309,2.73E-01,0.245,0.0004,6.4484,223.933,79.16682
20170912,4,49.254,9.506,32.3024,24.9275,2.64E-01,0.2625,0.0004,6.4458,223.869,79.104
20170912,4,49.571,9.501,32.301,24.9272,2.51E-01,0.2328,0.0004,6.4466,223.735,79.04735
20170912,4,49.9,9.4999,32.3005,24.927,2.42E-01,0.2129,0.0004,6.4474,223.674,79.0237
20170912,4,50.143,9.4983,32.3008,24.9275,2.29E-01,0.2068,0.0004,6.448,223.436,78.93688
20170912,4,50.288,9.4964,32.301,24.928,2.19E-01,0.2,0.0004,6.4488,223.227,78.85985
20170912,4,50.498,9.4922,32.3016,24.9291,2.13E-01,0.1961,0.0004,6.449,222.892,78.73464
20170912,4,50.87,9.4854,32.3026,24.931,1.99E-01,0.1877,0.0003,6.4479,222.701,78.65609
20170912,4,51.244,9.482,32.3018,24.9309,1.87E-01,0.1877,0.0004,6.4437,222.574,78.60506
20170912,4,51.508,9.48,32.3025,24.9318,1.80E-01,0.1877,0.0004,6.4444,222.612,78.61523
20170912,4,51.718,9.4756,32.303,24.9329,1.72E-01,0.1923,0.0004,6.445,222.438,78.54645
20170912,4,52.006,9.4707,32.3036,24.9341,1.68E-01,0.2373,0.0004,6.4528,222.149,78.43631
20170912,4,52.364,9.4668,32.3041,24.9352,1.56E-01,0.2366,0.0004,6.4519,222.139,78.42647
20170912,4,52.716,9.457,32.3063,24.9385,1.43E-01,0.2007,0.0004,6.4424,222.2,78.43246
20170912,4,53.025,9.4243,32.3203,24.9546,1.35E-01,0.2,0.0004,6.4421,222.758,78.5812
20170912,4,53.372,9.377,32.3174,24.9599,1.31E-01,0.2213,0.0004,6.4416,223.283,78.68321
20170912,4,53.815,9.3633,32.3138,24.9592,1.16E-01,0.2251,0.0004,6.4414,223.515,78.7393
20170912,4,54.237,9.3412,32.3193,24.967,1.05E-01,0.2076,0.0004,6.4416,223.697,78.76816
20170912,4,54.547,9.3204,32.3202,24.971,9.98E-02,0.2,0.0004,6.4427,223.774,78.76007
20170912,4,54.833,9.2875,32.3286,24.9828,9.14E-02,0.1923,0.0004,6.4457,223.735,78.69429
20170912,4,55.208,9.1858,32.349,25.0148,8.17E-02,0.1877,0.0004,6.4488,223.875,78.57901
20170912,4,55.654,9.0865,32.3258,25.0122,6.69E-02,0.1763,0.0004,6.4452,224.155,78.49256
20170912,4,56.055,9.0478,32.3224,25.0155,6.56E-02,0.1633,0.0005,6.448,224.227,78.44895
20170912,4,56.382,9.0326,32.3129,25.0105,5.81E-02,0.1717,0.0005,6.4747,224.258,78.4283
20170912,4,56.679,9.0158,32.3157,25.0152,5.34E-02,0.1877,0.0006,6.4768,224.211,78.3842
20170912,4,57.02,9.0033,32.3099,25.0126,4.59E-02,0.1847,0.0006,6.4799,223.827,78.22526
20170912,4,57.421,8.986,32.3221,25.0249,4.30E-02,0.1755,0.0005,6.4918,223.095,77.94647
20170912,4,57.871,8.9668,32.3183,25.0249,3.62E-02,0.1755,0.0005,6.4972,222.504,77.70478
20170912,4,58.332,8.9713,32.3141,25.0209,3.02E-02,0.1755,0.0006,6.5104,221.791,77.46123
20170912,4,58.719,8.968,32.3254,25.0303,2.57E-02,0.1755,0.0006,6.5183,221.238,77.2686
20170912,4,59.05,8.952,32.3285,25.0352,1.62E-02,0.1435,0.0006,6.5315,220.779,77.08287
20170912,4,59.442,8.9434,32.3316,25.0389,1.72E-02,0.1427,0.0006,6.5326,220.079,76.82586
20170912,4,59.936,8.9406,32.3378,25.0442,9.08E-03,0.1603,0.0006,6.5326,219.496,76.62108
20170912,4,60.393,8.9235,32.3445,25.0521,4.95E-03,0.1633,0.0006,6.5333,219.273,76.51772
20170912,4,60.699,8.9134,32.3442,25.0534,3.60E-03,0.1481,0.0007,6.5359,219.239,76.48883
20170912,4,61.007,8.9113,32.3436,25.0533,6.08E-03,0.1427,0.0007,6.5409,219.262,76.49279
20170912,4,61.469,8.9139,32.3416,25.0513,1.85E-03,0.1496,0.0006,6.5428,218.973,76.39542
20170912,4,61.989,8.9171,32.3503,25.0577,7.46E-06,0.1549,0.0006,6.5435,218.613,76.27979
20170912,4,62.436,8.877,32.3665,25.0765,7.46E-06,0.1496,0.0006,6.5454,218.829,76.29647
20170912,4,62.712,8.847,32.3601,25.0761,7.46E-06,0.1427,0.0007,6.5459,219.211,76.37559
20170912,4,62.92,8.8327,32.3569,25.0758,1.00E-12,0.1427,0.0007,6.5479,219.694,76.51787
20170912,4,63.246,8.8066,32.3596,25.0819,1.00E-12,0.1427,0.0006,6.5464,220.018,76.58801
20170912,4,63.711,8.7923,32.3535,25.0793,1.00E-12,0.145,0.0006,6.545,220.017,76.56011
20170912,4,64.174,8.7689,32.361,25.0887,7.46E-06,0.1549,0.0007,6.5529,219.749,76.43117
20170912,4,64.521,8.7454,32.3583,25.0902,1.00E-12,0.1527,0.0007,6.5574,219.614,76.34306
20170912,4,64.771,8.73,32.359,25.0931,1.00E-12,0.1305,0.0007,6.5698,219.744,76.36234
20170912,4,65.128,8.7045,32.3678,25.1039,1.00E-12,0.1305,0.0007,6.5722,219.763,76.33069
20170912,4,65.606,8.6531,32.3769,25.1188,1.00E-12,0.1427,0.0007,6.5742,219.899,76.29598
20170912,4,66.094,8.5475,32.4071,25.1584,1.00E-12,0.1427,0.0007,6.5847,220.214,76.24295
20170912,4,66.486,8.4271,32.3869,25.1605,1.00E-12,0.1527,0.0009,6.5888,220.868,76.25346
20170912,4,66.816,8.4035,32.3877,25.1647,1.00E-12,0.1549,0.0009,6.6017,220.996,76.25789
20170912,4,67.207,8.3446,32.3941,25.1784,1.00E-12,0.1549,0.0009,6.6128,221.097,76.19613
20170912,4,67.658,8.3248,32.3877,25.1764,1.00E-12,0.1549,0.001,6.6252,220.826,76.06546
20170912,4,68.099,8.3125,32.387,25.1777,1.00E-12,0.1549,0.001,6.6467,220.288,75.85873
20170912,4,68.475,8.2761,32.3944,25.1888,1.00E-12,0.1549,0.001,6.6563,219.866,75.6562
20170912,4,68.816,8.2415,32.3966,25.1957,1.00E-12,0.1549,0.001,6.6845,219.447,75.45447
20170912,4,69.207,8.2254,32.3945,25.1963,1.00E-12,0.1549,0.001,6.6909,218.857,75.2236
20170912,4,69.661,8.2123,32.3949,25.1986,1.00E-12,0.1504,0.0011,6.699,218.257,74.99538
20170912,4,70.087,8.1961,32.397,25.2026,1.00E-12,0.1435,0.0012,6.7237,217.55,74.72655
20170912,4,70.465,8.1825,32.3935,25.2019,1.00E-12,0.1427,0.0012,6.7341,217.064,74.53522
20170912,4,70.866,8.174,32.3957,25.2048,1.00E-12,0.1427,0.0012,6.7573,216.675,74.38852
20170912,4,71.298,8.1202,32.4167,25.2291,1.00E-12,0.1427,0.0012,6.7612,216.515,74.25519
20170912,4,71.666,8.0892,32.4136,25.2312,1.00E-12,0.1427,0.0013,6.7673,216.155,74.07864
20170912,4,71.994,8.0685,32.4226,25.2412,1.00E-12,0.1427,0.0013,6.7736,215.667,73.88223
20170912,4,72.43,8.0467,32.4348,25.254,1.00E-12,0.1427,0.0013,6.7756,215.399,73.76051
20170912,4,72.992,8.0285,32.445,25.2647,1.00E-12,0.1427,0.0013,6.7944,215.064,73.62136
20170912,4,73.496,7.9875,32.48,25.298,1.00E-12,0.1534,0.0014,6.8061,215.044,73.56544
20170912,4,73.819,7.958,32.4747,25.2982,1.00E-12,0.1549,0.0014,6.8279,214.992,73.49621
20170912,4,74.095,7.9244,32.4905,25.3154,1.00E-12,0.161,0.0014,6.8384,215.235,73.53187
20170912,4,74.51,7.7142,32.5722,25.4095,1.00E-12,0.1633,0.0014,6.8445,216.095,73.52063
20170912,4,75.04,7.646,32.5378,25.3921,1.00E-12,0.1427,0.0016,6.8615,216.372,73.48309
20170912,4,75.565,7.6388,32.5334,25.3896,1.00E-12,0.1305,0.0017,6.8883,216.212,73.41454
20170912,4,75.97,7.6327,32.5328,25.39,1.00E-12,0.1305,0.0017,6.9592,215.823,73.2717
20170912,4,76.237,7.6318,32.5296,25.3876,1.00E-12,0.1305,0.0017,6.9865,215.721,73.23393
20170912,4,76.558,7.6312,32.528,25.3864,1.00E-12,0.1259,0.0016,7.0043,215.662,73.2119
20170912,4,77.039,7.6312,32.5253,25.3844,1.00E-12,0.1183,0.0014,6.9826,215.211,73.05773
20170912,4,77.589,7.6206,32.5287,25.3885,1.00E-12,0.1176,0.0015,6.9754,214.627,72.84359
20170912,4,78.071,7.5958,32.5371,25.3986,1.00E-12,0.1176,0.0017,6.9601,214.142,72.64258
20170912,4,78.421,7.5607,32.5454,25.41,1.00E-12,0.1168,0.0016,6.9558,214.084,72.56969
20170912,4,78.73,7.5044,32.554,25.4246,1.00E-12,0.1053,0.0015,6.952,214.444,72.60375
20170912,4,79.033,7.4858,32.552,25.4256,1.00E-12,0.1053,0.0015,6.9366,214.332,72.53413
20170912,4,79.337,7.456,32.5611,25.437,1.00E-12,0.1176,0.0014,6.932,214.107,72.41376
20170912,4,79.604,7.4173,32.5604,25.4418,1.00E-12,0.1183,0.0014,6.9201,213.864,72.26761
20170912,4,79.824,7.4009,32.5605,25.444,1.00E-12,0.1282,0.0015,6.9301,213.695,72.18371
20170912,4,80.089,7.3897,32.5631,25.4477,1.00E-12,0.1305,0.0016,6.9399,213.815,72.2073
20170912,4,80.425,7.3896,32.5651,25.4492,1.00E-12,0.1298,0.0017,6.9594,213.747,72.18524
20170912,4,80.713,7.3885,32.5668,25.4508,1.00E-12,0.1305,0.0017,6.9718,213.536,72.11315
20170912,4,80.855,7.3869,32.5674,25.4515,1.00E-12,0.1229,0.0017,7.03,213.373,72.05568
20170912,4,80.964,7.3875,32.5658,25.4501,1.00E-12,0.1183,0.0017,7.0692,213.211,72.00128
20170912,4,81.162,7.3875,32.5652,25.4497,1.00E-12,0.1237,0.0016,7.1172,213.124,71.97166
20170912,4,81.416,7.3876,32.565,25.4495,1.00E-12,0.1305,0.0015,7.1227,213.049,71.94615
20170912,4,81.647,7.3838,32.5667,25.4514,1.00E-12,0.1259,0.0016,7.1261,212.774,71.84788
20170912,4,81.844,7.3777,32.567,25.4524,1.00E-12,0.1176,0.0017,7.1414,212.519,71.75208
20170912,4,82.041,7.3764,32.5666,25.4523,1.00E-12,0.1229,0.0017,7.1477,212.067,71.59734
20170912,4,82.249,7.3685,32.5679,25.4544,1.00E-12,0.1427,0.0016,7.1569,211.783,71.489
20170912,4,82.463,7.3655,32.5652,25.4527,1.00E-12,0.1412,0.0016,7.1711,211.508,71.39013
20170912,4,82.676,7.3571,32.5667,25.455,1.00E-12,0.1298,0.0017,7.1769,211.528,71.38395
20170912,4,82.933,7.3531,32.5643,25.4537,1.00E-12,0.1298,0.0017,7.1914,211.887,71.49731
20170912,4,83.233,7.3383,32.5678,25.4584,1.00E-12,0.1298,0.0018,7.195,212.183,71.57492
20170912,4,83.512,7.3367,32.5622,25.4543,1.00E-12,0.1305,0.0018,7.2009,212.243,71.58951
20170912,4,83.729,7.334,32.5632,25.4554,1.00E-12,0.1412,0.002,7.2144,212.148,71.55364
20170912,4,83.907,7.3339,32.5616,25.4542,1.00E-12,0.1427,0.0021,7.2211,212.047,71.51872
20170912,4,84.037,7.3311,32.5627,25.4555,1.00E-12,0.1328,0.0018,7.2471,212.283,71.59406
20170912,4,84.174,7.3248,32.5635,25.457,1.00E-12,0.1298,0.0017,7.251,212.299,71.58978
20170912,4,84.394,7.3178,32.5616,25.4564,1.00E-12,0.1298,0.0017,7.2593,212.276,71.56979
20170912,4,84.661,7.3178,32.5604,25.4555,1.00E-12,0.1298,0.0018,7.2624,212.125,71.51827
20170912,4,84.896,7.3152,32.5619,25.457,1.00E-12,0.1237,0.0019,7.2638,212.022,71.47979
20170912,4,85.075,7.3118,32.5613,25.457,1.00E-12,0.1176,0.002,7.2758,212.101,71.50071
20170912,4,85.209,7.3137,32.5604,25.456,1.00E-12,0.1259,0.0019,7.2815,212.067,71.49175
20170912,4,85.368,7.3116,32.5612,25.4569,1.00E-12,0.142,0.0018,7.2956,211.746,71.38056
20170912,4,85.594,7.3104,32.5606,25.4566,1.00E-12,0.1397,0.0018,7.2964,211.544,71.31033
20170912,4,85.863,7.3085,32.5606,25.4569,1.00E-12,0.1298,0.0018,7.2968,211.373,71.24952
20170912,4,86.164,7.3022,32.5632,25.4598,1.00E-12,0.1321,0.0019,7.3053,211.108,71.15152
20170912,4,86.447,7.2917,32.5641,25.462,1.00E-12,0.1549,0.0022,7.3085,211.005,71.10036
20170912,4,86.646,7.2889,32.5635,25.4619,1.00E-12,0.1542,0.0022,7.3149,210.913,71.06455
20170912,4,86.814,7.2848,32.564,25.4628,1.00E-12,0.1305,0.0021,7.3185,210.852,71.0373
20170912,4,87.028,7.2808,32.5639,25.4633,1.00E-12,0.1298,0.0021,7.3213,210.968,71.06993
20170912,4,87.257,7.281,32.5627,25.4624,1.00E-12,0.1298,0.0018,7.3205,210.979,71.07331
20170912,4,87.471,7.281,32.5628,25.4624,1.00E-12,0.1298,0.0018,7.3208,211,71.08041
20170912,4,87.657,7.2816,32.5617,25.4615,1.00E-12,0.1298,0.0018,7.3221,210.889,71.04363
20170912,4,87.835,7.2775,32.5636,25.4635,1.00E-12,0.1298,0.0018,7.3247,210.689,70.97035
20170912,4,88.034,7.2674,32.569,25.4692,1.00E-12,0.1374,0.0018,7.328,210.653,70.9448
20170912,4,88.289,7.2358,32.5736,25.4771,1.00E-12,0.142,0.0018,7.3266,210.9,70.97929
20170912,4,88.534,7.2293,32.5697,25.4749,1.00E-12,0.1481,0.0019,7.3266,210.991,70.9975
20170912,4,88.706,7.2285,32.5687,25.4742,1.00E-12,0.1542,0.002,7.3295,211.129,71.04187
20170912,4,88.857,7.2274,32.5686,25.4743,1.00E-12,0.1504,0.0019,7.325,211.002,70.99721
20170912,4,89.091,7.2179,32.5735,25.4795,1.00E-12,0.142,0.0018,7.3183,210.812,70.92055
20170912,4,89.398,7.2046,32.5774,25.4843,1.00E-12,0.1427,0.0018,7.3237,210.735,70.87527
20170912,4,89.672,7.1897,32.5816,25.4896,1.00E-12,0.142,0.002,7.3253,210.809,70.87814
20170912,4,89.848,7.183,32.584,25.4925,1.00E-12,0.1397,0.002,7.3279,210.957,70.91845
20170912,4,90.003,7.1852,32.584,25.4922,1.00E-12,0.1176,0.0019,7.3252,210.951,70.92003
20170912,4,90.275,7.1882,32.5839,25.4917,1.00E-12,0.1176,0.0019,7.32,210.792,70.87134
20170912,4,90.63,7.1913,32.5826,25.4902,1.00E-12,0.142,0.0019,7.3199,210.466,70.76622
20170912,4,90.908,7.1918,32.5854,25.4924,1.00E-12,0.1427,0.0019,7.3199,210.278,70.70521
20170912,4,91.128,7.1935,32.5831,25.4904,1.00E-12,0.1321,0.0023,7.3482,210.187,70.67601
20170912,4,91.408,7.1965,32.5844,25.491,1.00E-12,0.1298,0.0023,7.3482,210.255,70.70459
20170912,4,91.714,7.1958,32.5838,25.4906,1.00E-12,0.1389,0.0022,7.3472,210.395,70.75006
20170912,4,91.985,7.1983,32.5841,25.4905,1.00E-12,0.1427,0.0021,7.3295,210.46,70.77629
20170912,4,92.25,7.1978,32.585,25.4913,1.00E-12,0.1427,0.0022,7.3181,210.554,70.80767
20170912,4,92.529,7.192,32.5864,25.4932,1.00E-12,0.1427,0.0022,7.3114,210.67,70.83772
20170912,4,92.813,7.1905,32.5847,25.492,1.00E-12,0.1366,0.0021,7.3056,210.879,70.90489
20170912,4,93.109,7.1921,32.5839,25.4912,1.00E-12,0.1305,0.0021,7.2894,210.939,70.92706
20170912,4,93.395,7.1965,32.5852,25.4916,1.00E-12,0.1298,0.0021,7.2807,211.044,70.97035
20170912,4,93.635,7.192,32.5888,25.4951,1.00E-12,0.1298,0.0021,7.2734,211.202,71.01789
20170912,4,93.837,7.1849,32.5893,25.4964,1.00E-12,0.1328,0.0021,7.2714,211.321,71.04661
20170912,4,94.062,7.182,32.5919,25.4989,1.00E-12,0.142,0.002,7.2712,211.516,71.10905
20170912,4,94.356,7.1675,32.5957,25.5038,1.00E-12,0.1404,0.002,7.2713,211.605,71.11737
20170912,4,94.682,7.1526,32.5994,25.5088,1.00E-12,0.1298,0.002,7.2694,211.62,71.10025
20170912,4,94.969,7.1116,32.612,25.5242,1.00E-12,0.1298,0.002,7.2662,211.897,71.13313
20170912,4,95.202,7.0868,32.6017,25.5194,1.00E-12,0.1053,0.0022,7.2878,211.979,71.11503
20170912,4,95.457,7.0885,32.6104,25.5261,1.00E-12,0.1046,0.0022,7.2922,212.063,71.15043
20170912,4,95.761,7.0655,32.6242,25.54,1.00E-12,0.116,0.0022,7.2948,212.223,71.17389
20170912,4,96.04,7.0266,32.6285,25.5486,1.00E-12,0.1176,0.0022,7.2951,212.251,71.12248
20170912,4,96.252,7.0138,32.6242,25.5469,1.00E-12,0.1443,0.0023,7.2946,212.187,71.07777
20170912,4,96.485,6.9744,32.6388,25.5637,1.00E-12,0.1542,0.0023,7.3282,212.126,71.00102
20170912,4,96.792,6.9504,32.6309,25.5607,1.00E-12,0.1473,0.0023,7.3409,212.149,70.96539
20170912,4,97.12,6.9417,32.6288,25.5602,1.00E-12,0.1427,0.0024,7.372,212.238,70.97998
20170912,4,97.378,6.9378,32.6257,25.5583,1.00E-12,0.1427,0.0025,7.4051,212.142,70.93995
20170912,4,97.545,6.9378,32.624,25.5569,1.00E-12,0.1427,0.0028,7.4485,211.936,70.87025
20170912,4,97.7,6.9359,32.6234,25.5567,1.00E-12,0.1427,0.0026,7.4892,211.632,70.76521
20170912,4,97.934,6.9362,32.6223,25.5558,1.00E-12,0.1427,0.0022,7.5051,211.277,70.6464
20170912,4,98.261,6.919,32.6294,25.5637,1.00E-12,0.145,0.0023,7.528,210.976,70.52172
20170912,4,98.6,6.9058,32.6235,25.5608,1.00E-12,0.1542,0.0026,7.5422,210.707,70.40729
20170912,4,98.877,6.906,32.621,25.5588,1.00E-12,0.1527,0.0027,7.5673,210.262,70.25746
20170912,4,99.125,6.9002,32.6234,25.5615,1.00E-12,0.142,0.0028,7.5988,209.885,70.12335
20170912,4,99.375,6.8923,32.6234,25.5625,1.00E-12,0.142,0.0028,7.6126,209.443,69.96311
20170912,4,99.627,6.886,32.6228,25.5629,1.00E-12,0.1542,0.003,7.6382,209.154,69.85617
20170912,4,99.906,6.8843,32.6219,25.5624,1.00E-12,0.1542,0.003,7.65,208.945,69.78322
20170912,4,100.254,6.8797,32.6228,25.5637,1.00E-12,0.161,0.003,7.6736,208.622,69.6683
20170912,4,100.631,6.8787,32.621,25.5624,1.00E-12,0.1626,0.0031,7.6907,208.327,69.56757
20170912,4,100.915,6.879,32.6203,25.5618,1.00E-12,0.1626,0.0033,7.6997,207.845,69.4066
20170912,4,101.082,6.8787,32.6204,25.562,1.00E-12,0.1626,0.0034,7.7685,207.614,69.32898
20170912,4,101.247,6.8739,32.6211,25.5631,1.00E-12,0.1633,0.003,7.7783,207.439,69.26337
20170912,4,101.508,6.873,32.6214,25.5635,1.00E-12,0.1633,0.0028,7.7964,207.319,69.2221
20170912,4,101.797,6.8673,32.6214,25.5642,1.00E-12,0.1633,0.0029,7.7915,207.271,69.19695
20170912,4,102.016,6.8645,32.6213,25.5646,1.00E-12,0.1633,0.003,7.7873,207.065,69.12353
20170912,4,102.202,6.8644,32.6207,25.5641,1.00E-12,0.1633,0.003,7.7973,206.983,69.09592
20170912,4,102.361,6.8653,32.6203,25.5637,1.00E-12,0.1633,0.0029,7.8022,206.793,69.03353
20170912,4,102.473,6.8639,32.6207,25.5641,1.00E-12,0.1633,0.0028,7.8151,206.79,69.03049
20170912,4,102.563,6.8623,32.6212,25.5648,1.00E-12,0.1633,0.0025,7.8173,206.812,69.03551
20170912,4,102.669,6.8611,32.621,25.5648,1.00E-12,0.1641,0.0026,7.8188,206.851,69.04669
20170912,4,102.822,6.8634,32.6197,25.5635,1.00E-12,0.1748,0.0027,7.8154,207.032,69.11028
20170912,4,102.963,6.8633,32.6202,25.5638,1.00E-12,0.1755,0.0027,7.8164,206.96,69.08608
20170912,4,103.05,6.8608,32.6213,25.5651,1.00E-12,0.1748,0.0026,7.8243,206.858,69.04871
20170912,4,103.141,6.8584,32.6214,25.5655,1.00E-12,0.1755,0.0026,7.8207,206.53,68.93534
20170912,4,103.325,6.8586,32.6207,25.5649,1.00E-12,0.1748,0.0026,7.8161,206.346,68.87381
20170912,4,103.552,6.8584,32.6207,25.5649,1.00E-12,0.1748,0.0026,7.818,206.483,68.9195
20170912,4,103.673,6.8588,32.6204,25.5646,1.00E-12,0.1603,0.0029,7.8217,206.587,68.95454
20170912,4,103.75,6.859,32.6203,25.5645,1.00E-12,0.1549,0.003,7.8409,206.733,69.00351
20170912,4,103.963,6.8583,32.6202,25.5645,1.00E-12,0.1748,0.0029,7.8358,206.905,69.06005
20170912,4,104.262,6.8605,32.6188,25.5632,1.00E-12,0.1877,0.0028,7.8292,206.911,69.06466
20170912,4,104.468,6.8605,32.6196,25.5638,1.00E-12,0.1717,0.003,7.9293,207.146,69.1437
20170912,4,104.598,6.8607,32.6192,25.5634,1.00E-12,0.1549,0.0033,7.9501,207.267,69.18398
20170912,4,104.737,6.8582,32.6206,25.5648,1.00E-12,0.158,0.0031,7.8594,207.289,69.18793
20170912,4,104.921,6.8567,32.621,25.5654,1.00E-12,0.1633,0.0028,7.8601,207.072,69.11353
20170912,4,105.135,6.8562,32.6203,25.5649,1.00E-12,0.1687,0.0028,7.8598,206.783,69.01576
20170912,4,105.339,6.8567,32.6202,25.5647,1.00E-12,0.187,0.0029,7.8406,206.529,68.9319
20170912,4,105.495,6.8548,32.6215,25.566,1.00E-12,0.1839,0.0029,7.8338,206.455,68.90491
20170912,4,105.643,6.8499,32.6235,25.5683,1.00E-12,0.1549,0.003,7.8321,206.688,68.97563
20170912,4,105.846,6.8462,32.6255,25.5704,1.00E-12,0.1549,0.003,7.8348,206.94,69.05504
20170912,4,106.08,6.8421,32.6274,25.5724,1.00E-12,0.1626,0.0027,7.8381,207.178,69.12887
20170912,4,106.274,6.8398,32.6284,25.5734,1.00E-12,0.1626,0.0027,7.8357,207.275,69.15822
20170912,4,106.454,6.8391,32.6284,25.5736,1.00E-12,0.1557,0.0031,7.8347,207.041,69.07897
20170912,4,106.624,6.8385,32.6286,25.5738,1.00E-12,0.1549,0.0031,7.8528,206.685,68.9592
20170912,4,106.747,6.8361,32.6303,25.5755,1.00E-12,0.1702,0.0029,7.8551,206.516,68.89998
20170912,4,106.81,6.8355,32.6302,25.5755,1.00E-12,0.1755,0.0028,7.8587,206.492,68.89106
20170912,4,106.846,6.8364,32.6291,25.5745,1.00E-12,0.1679,0.0027,7.8604,206.761,68.98161
20170912,4,106.818,6.8398,32.6272,25.5725,1.00E-12,0.1633,0.0026,7.8608,206.938,69.04501
20170912,4,106.747,6.8403,32.6272,25.5724,1.00E-12,0.1633,0.0026,7.8561,206.89,69.02993
20170912,4,106.682,6.8423,32.6257,25.571,1.00E-12,0.1626,0.0026,7.8527,206.852,69.01964
20170912,4,106.709,6.845,32.625,25.5701,1.00E-12,0.1626,0.0026,7.8432,207.008,69.07568
20170912,4,106.801,6.842,32.6269,25.572,1.00E-12,0.1626,0.0026,7.8442,207.291,69.16613
20170912,4,106.879,6.8398,32.628,25.5732,1.00E-12,0.1687,0.0026,7.8443,207.534,69.24442
20170912,4,106.884,6.8384,32.6277,25.5731,1.00E-12,0.187,0.0027,7.8732,207.738,69.31027
20170912,4,106.838,6.8419,32.6255,25.5709,1.00E-12,0.1847,0.0026,7.873,207.784,69.32988
20170912,4,106.831,6.8456,32.6235,25.5688,1.00E-12,0.1633,0.0025,7.8625,207.883,69.36764
20170912,4,106.891,6.8431,32.6257,25.5709,1.00E-12,0.1633,0.0025,7.8648,207.891,69.36747
20170912,4,106.927,6.8441,32.6246,25.5699,1.00E-12,0.1748,0.0026,7.865,207.732,69.31552
